,Type,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
2963,Caprice,Chevrolet,Automatic,Saudi,Standard,2013,6.2,55769,90000
2964,Camry,Toyota,Automatic,Saudi,Standard,2013,2.5,376580,28000
2965,Land Cruiser,Toyota,Automatic,Saudi,Full,2011,4.6,211000,115000
2966,Charger,Dodge,Automatic,Saudi,Standard,2012,3.6,300,38000
2967,X,BMW,Automatic,Gulf Arabic,Full,2016,3.0,130000,160000
2968,The 3,BMW,Automatic,Saudi,Full,2018,2.0,96000,90000
2969,Caprice,Chevrolet,Automatic,Saudi,Standard,2015,6.0,105000,80000
2970,RX,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,59000,188000
2971,Acadia,GMC,Automatic,Saudi,Full,2014,3.6,250000,50000
2972,Edge,Ford,Automatic,Gulf Arabic,Standard,2017,3.5,82000,80000
2973,Impala,Chevrolet,Automatic,Saudi,Standard,2019,3.6,178000,67000
2974,Furniture,Toyota,Automatic,Saudi,Standard,2013,4.0,248500,58000
2975,Avanza,Toyota,Automatic,Saudi,Semi Full,2018,1.5,57000,46000
2976,500,Others,Automatic,Saudi,Full,2016,1.5,155000,45000
2977,Avalon,Toyota,Automatic,Gulf Arabic,Full,2017,3.5,53000,118000
2978,C300,Chrysler,Automatic,Saudi,Full,2018,5.7,65000,123000
2979,Durango,Dodge,Automatic,Saudi,Standard,2016,3.6,61000,72000
2980,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,72000,40000
2981,Marquis,Ford,Automatic,Other,Full,2010,4.6,200000,18000
2982,Taurus,Ford,Automatic,Other,Full,2016,3.5,91000,70000
2983,Sierra,GMC,Automatic,Saudi,Standard,2018,5.3,152000,124000
2984,Ciocca,Toyota,Automatic,Saudi,Semi Full,2013,5.7,235000,85000
2985,Yukon,GMC,Automatic,Saudi,Semi Full,2009,5.3,200000,40000
2986,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2014,4.6,325000,126000
2987,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2019,4.0,62000,195000
2988,6,Mazda,Automatic,Gulf Arabic,Standard,2017,2.5,70000,53000
2989,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,61000,34000
2990,Silverado,Chevrolet,Automatic,Saudi,Full,2016,5.3,96000,95000
2991,Impala,Chevrolet,Automatic,Saudi,Semi Full,2019,3.5,91000,74000
2992,Cadenza,Kia,Manual,Gulf Arabic,Semi Full,2019,3.3,72000,88000
2993,Land Cruiser,Toyota,Automatic,Saudi,Full,2013,4.6,275000,125000
2994,Elantra,Hyundai,Automatic,Other,Standard,2018,1.6,83000,50000
2995,Land Cruiser,Toyota,Automatic,Saudi,Full,2019,4.6,134000,170000
2996,Flex,Ford,Automatic,Saudi,Semi Full,2012,3.5,277000,30000
2997,Traverse,Chevrolet,Automatic,Other,Standard,2011,3.6,320000,23000
2998,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,104681,36500
2999,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2015,5.7,170000,150000
3000,Elantra,Hyundai,Automatic,Saudi,Semi Full,2017,2.0,237356,42000
3001,Land Cruiser,Toyota,Automatic,Saudi,Full,2012,5.7,311000,115000
3002,Flex,Ford,Automatic,Saudi,Semi Full,2014,3.5,180000,47000
3003,Land Cruiser,Toyota,Automatic,Saudi,Standard,2015,4.7,345417,135000
3004,Furniture,Toyota,Manual,Saudi,Full,2010,2.7,450000,38000
3005,5008,Others,Automatic,Saudi,Standard,2012,1.6,12000,27000
3006,Avalon,Toyota,Automatic,Gulf Arabic,Full,2015,3.5,100000,87000
3007,Maxima,Nissan,Automatic,Saudi,Semi Full,2017,3.5,56000,78000
3008,Hilux,Toyota,Manual,Saudi,Semi Full,2018,2.7,20000,115000
3009,Prado,Toyota,Automatic,Saudi,Full,2020,4.0,8000,174000
3010,Land Cruiser Pickup,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,232,65000
3011,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,52000,31000
3012,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,68000,35000
3013,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2018,8.0,97000,83000
3014,Carnival,Kia,Automatic,Other,Semi Full,2016,3.3,85000,64000
3015,Furniture,Toyota,Automatic,Saudi,Full,2010,4.0,317000,43000
3016,Grand Marquis,Others,Automatic,Other,Full,2008,4.0,362000,19000
3017,The 7,BMW,Automatic,Saudi,Full,2011,2.0,115,65000
3018,Caprice,Chevrolet,Automatic,Gulf Arabic,Semi Full,2007,6.0,300,15000
3019,3,Mazda,Automatic,Saudi,Standard,2018,1.6,105000,38000
3020,X7,Geely,Automatic,Saudi,Full,2017,2.4,65000,45000
3021,300,Chrysler,Automatic,Gulf Arabic,Full,2016,3.5,18000,86000
3022,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,205000,60000
3023,CRV,Honda,Automatic,Saudi,Semi Full,2014,2.4,215000,50000
3024,Corolla,Toyota,Automatic,Saudi,Standard,2017,1.6,28000,44000
3025,C,Mercedes,Automatic,Other,Full,2018,2.0,70000,177000
3026,Symbol,Renault,Automatic,Saudi,Standard,2020,1.6,46505,26000
3027,Pathfinder,Nissan,Automatic,Saudi,Semi Full,2010,3.5,400000,22500
3028,Corolla,Toyota,Manual,Saudi,Standard,2016,1.6,83000,38500
3029,Carnival,Kia,Automatic,Saudi,Standard,2020,3.3,200,106000
3030,Royal,Genesis,Automatic,Saudi,Full,2015,3.8,194000,85000
3031,CX9,Mazda,Automatic,Saudi,Semi Full,2014,3.7,289903,51500
3032,Prado,Toyota,Automatic,Saudi,Semi Full,2017,2.7,175000,108000
3033,Attrage,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,68000,26500
3034,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2015,5.7,143203,156500
3035,Elantra,Hyundai,Automatic,Saudi,Full,2019,2.0,39000,65000
3036,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,60700,33000
3037,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2021,4.0,7456,146500
3038,Furniture,Toyota,Automatic,Saudi,Semi Full,2015,4.0,205000,61000
3039,Mustang,Ford,Automatic,Other,Full,2016,5.0,92000,129000
3040,Hiace,Toyota,Manual,Gulf Arabic,Semi Full,2015,2.7,200000,47000
3041,Yukon,GMC,Automatic,Saudi,Standard,2009,5.3,523000,45000
3042,Cerato,Kia,Automatic,Saudi,Standard,2018,1.6,57000,39500
3043,Taurus,Ford,Automatic,Unknown,Standard,2018,3.5,88000,78000
3044,Optra,Chevrolet,Manual,Saudi,Semi Full,2009,2.0,290000,7500
3045,Accord,Honda,Automatic,Gulf Arabic,Full,2005,1.4,250000,17000
3046,Corolla,Toyota,Automatic,Saudi,Semi Full,2011,1.4,283971,25000
3047,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2016,3.8,132000,63000
3048,LX,Lexus,Automatic,Saudi,Full,2015,5.7,248,200000
3049,Senta fe,Hyundai,Automatic,Saudi,Full,2015,3.3,337946,45000
3050,ES,Lexus,Automatic,Gulf Arabic,Semi Full,2015,3.5,104000,105000
3051,Cruze,Chevrolet,Automatic,Saudi,Standard,2016,1.8,154000,25000
3052,Armada,Nissan,Automatic,Saudi,Full,2006,5.6,266000,25000
3053,Tucson,Hyundai,Automatic,Saudi,Standard,2016,2.0,155000,45000
3054,LX,Lexus,Automatic,Gulf Arabic,Full,2009,5.7,293000,122000
3055,C300,Chrysler,Automatic,Saudi,Full,2013,5.7,241000,41000
3056,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.6,114482,30000
3057,Furniture,Toyota,Automatic,Saudi,Standard,2020,4.0,21373,132000
3058,Elantra,Hyundai,Automatic,Saudi,Full,2017,2.0,140000,47000
3059,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,85093,29500
3060,Yukon,GMC,Automatic,Saudi,Semi Full,2011,5.3,307216,30000
3061,Duster,Renault,Automatic,Saudi,Standard,2018,2.0,117719,29500
3062,Civic,Honda,Automatic,Saudi,Semi Full,2018,1.6,91000,45000
3063,Malibu,Chevrolet,Automatic,Gulf Arabic,Standard,2013,2.5,168000,22000
3064,Furniture,Toyota,Automatic,Saudi,Full,2013,2.7,182000,68500
3065,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,19190,55000
3066,Taurus,Ford,Automatic,Other,Full,2016,3.5,110000,75000
3067,CX9,Mazda,Automatic,Saudi,Full,2016,2.5,91000,75000
3068,Patrol,Nissan,Automatic,Saudi,Semi Full,2016,5.6,145000,128000
3069,Datsun,Nissan,Manual,Gulf Arabic,Standard,2013,1.7,273778,32000
3070,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,54000,42000
3071,Malibu,Chevrolet,Automatic,Gulf Arabic,Full,2017,2.0,62000,69000
3072,Yaris,Toyota,Automatic,Saudi,Full,2015,1.5,203429,29000
3073,Land Cruiser,Toyota,Automatic,Saudi,Semi Full,2006,4.8,247000,55000
3074,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,127000,29000
3075,Malibu,Chevrolet,Automatic,Saudi,Full,2014,2.4,280000,35000
3076,Cerato,Kia,Automatic,Saudi,Full,2017,1.6,77500,42000
3077,RX,Lexus,Automatic,Gulf Arabic,Full,2019,3.5,56000,203000
3078,C300,Chrysler,Automatic,Saudi,Full,2018,5.7,103000,114000
3079,ES,Lexus,Automatic,Other,Semi Full,2017,3.5,96906,116000
3080,Range Rover,Land Rover,Automatic,Saudi,Full,2013,3.0,48000,103000
3081,Traverse,Chevrolet,Automatic,Other,Full,2016,3.5,154000,85000
3082,Cerato,Kia,Automatic,Saudi,Standard,2016,1.6,74000,36000
3083,S300,Chrysler,Automatic,Other,Semi Full,2015,3.6,109000,74000
3084,ES,Lexus,Automatic,Other,Full,2016,3.5,87000,119000
3085,Explorer,Ford,Automatic,Saudi,Semi Full,2004,4.0,400000,9000
3086,Hilux,Toyota,Manual,Gulf Arabic,Standard,2016,2.7,172632,63000
3087,Furniture,Toyota,Automatic,Saudi,Standard,2015,1.7,147000,65000
3088,Accord,Honda,Automatic,Saudi,Semi Full,2014,2.4,59000,72000
3089,Land Cruiser Pickup,Toyota,Manual,Saudi,Semi Full,2016,4.0,243000,95000
3090,Passat,Volkswagen,Automatic,Saudi,Standard,2013,2.5,160000,35000
3091,Corolla,Toyota,Automatic,Saudi,Standard,2017,1.6,86782,46000
3092,Altima,Nissan,Automatic,Saudi,Full,2017,2.5,135988,49500
3093,FJ,Toyota,Automatic,Gulf Arabic,Full,2016,4.9,115,110000
3094,Traverse,Chevrolet,Automatic,Other,Standard,2011,3.6,100000,20000
3095,Sonata,Hyundai,Automatic,Saudi,Standard,2020,2.5,100,72910
3096,HRV,Honda,Automatic,Saudi,Standard,2021,1.8,6018,62000
3097,Taurus,Ford,Automatic,Saudi,Standard,2012,3.5,237000,25000
3098,Pajero,Mitsubishi,Automatic,Gulf Arabic,Full,2018,3.8,5000,109000
3099,Kona,Hyundai,Automatic,Saudi,Semi Full,2020,2.0,30271,70000
3100,Cadenza,Kia,Automatic,Saudi,Standard,2018,3.5,128000,52000
3101,Camry,Toyota,Automatic,Saudi,Standard,2017,2.4,120000,62000
3102,Cerato,Kia,Automatic,Gulf Arabic,Standard,2016,1.6,118000,34000
3103,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,55893,40500
3104,Yaris,Toyota,Automatic,Saudi,Standard,2018,1.5,134946,37500
3105,Expedition,Ford,Automatic,Saudi,Semi Full,2015,5.4,142000,77000
3106,Prado,Toyota,Automatic,Saudi,Full,2014,4.0,121000,109000
3107,Corolla,Toyota,Automatic,Saudi,Standard,2015,1.6,312000,32000
3108,Odyssey,Honda,Automatic,Saudi,Standard,2015,3.5,152000,45000
3109,Yukon,GMC,Automatic,Saudi,Semi Full,2016,5.5,145000,100000
3110,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,63012,32000
3111,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,71000,27500
3112,Camaro,Chevrolet,Automatic,Other,Full,2017,3.6,118000,113000
3113,Sylvian Bus,Nissan,Manual,Saudi,Standard,2002,2.5,37000,42000
3114,CLA,Mercedes,Automatic,Saudi,Semi Full,2017,2.0,80273,126500
3115,Grand Cherokee,Jeep,Automatic,Other,Full,2012,8.0,210000,47000
3116,Hilux,Toyota,Manual,Saudi,Full,2018,2.7,71000,62000
3117,Sunny,Nissan,Automatic,Saudi,Standard,2019,1.5,106007,26800
3118,Expedition,Ford,Automatic,Saudi,Full,2016,3.6,265000,115000
3119,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,181000,29000
3120,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,105286,136000
3121,Explorer,Ford,Automatic,Gulf Arabic,Full,2016,3.5,93000,95000
3122,Azera,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,74000,77000
3123,Pajero,Mitsubishi,Automatic,Saudi,Full,2016,3.5,190000,58000
3124,Charger,Dodge,Automatic,Saudi,Standard,2016,1.0,151000,69000
3125,Mustang,Ford,Manual,Other,Full,2010,4.6,170,42000
3126,Expedition,Ford,Automatic,Saudi,Semi Full,2012,3.5,452000,40000
3127,Tahoe,Chevrolet,Automatic,Other,Full,2008,3.9,300,29000
3128,Corolla,Toyota,Automatic,Saudi,Standard,2019,1.6,52443,56500
3129,Malibu,Chevrolet,Automatic,Saudi,Full,2015,2.5,121000,17000
3130,Azera,Hyundai,Automatic,Saudi,Semi Full,2015,3.0,222306,38000
3131,Hilux,Toyota,Manual,Saudi,Full,2017,2.7,119000,69000
3132,Blazer,Chevrolet,Automatic,Gulf Arabic,Semi Full,2017,3.6,115000,63000
3133,Taurus,Ford,Automatic,Saudi,Standard,2014,2.0,152000,55000
3134,IS,Lexus,Automatic,Other,Full,2010,3.5,165000,45000
3135,Genesis,Hyundai,Automatic,Saudi,Standard,2016,3.8,237000,77000
3136,Cadenza,Kia,Automatic,Saudi,Standard,2016,3.3,122000,50000
3137,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2014,4.5,213000,138000
3138,Soul,Kia,Automatic,Saudi,Semi Full,2014,1.6,157000,30000
3139,Furniture,Toyota,Manual,Saudi,Full,2015,4.0,70000,79000
3140,Ciocca,Toyota,Automatic,Saudi,Full,2009,5.7,343000,60000
3141,Expedition,Ford,Automatic,Saudi,Semi Full,2016,1.5,170000,85000
3142,F150,Ford,Automatic,Saudi,Semi Full,2019,5.4,13000,108000
3143,Taurus,Ford,Automatic,Saudi,Full,2015,3.5,180000,60000
3144,Traverse,Chevrolet,Automatic,Saudi,Standard,2017,3.6,308400,45000
3145,H1,Hyundai,Automatic,Saudi,Semi Full,2013,2.4,318000,26000
3146,IS,Lexus,Automatic,Gulf Arabic,Full,2020,3.0,10000,197000
3147,Yukon,GMC,Automatic,Saudi,Standard,2011,5.3,156000,47000
3148,S,Mercedes,Automatic,Gulf Arabic,Full,2003,3.0,440000,16000
3149,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,113057,62500
3150,Sonata,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,96460,49000
3151,Sportage,Kia,Automatic,Saudi,Full,2017,2.4,125000,65000
3152,Camry,Toyota,Manual,Saudi,Full,2005,1.6,360000,22000
3153,S,Mercedes,Automatic,Other,Full,2007,4.0,315000,42000
3154,Expedition,Ford,Automatic,Saudi,Semi Full,2016,5.4,160000,85000
3155,ES,Lexus,Automatic,Other,Full,2007,3.5,196000,25000
3156,E,Mercedes,Automatic,Other,Standard,2019,2.0,28000,185000
3157,D-MAX,Isuzu,Manual,Saudi,Standard,2007,2.5,570000,27000
3158,Accent,Hyundai,Automatic,Saudi,Standard,2020,1.4,22550,41500
3159,Corolla,Toyota,Automatic,Saudi,Standard,2016,1.6,76294,45500
3160,A,Mercedes,Automatic,Saudi,Semi Full,2021,4.0,250,179000
3161,Impala,Chevrolet,Automatic,Saudi,Semi Full,2014,3.6,181000,60000
3162,Touareg,Volkswagen,Automatic,Other,Semi Full,2006,4.0,290000,12000
3163,Suburban,Chevrolet,Automatic,Gulf Arabic,Full,2018,5.3,48000,163000
3164,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,7000,42500
3165,Carnival,Kia,Automatic,Saudi,Full,2016,3.3,21000,65000
3166,Azera,Hyundai,Automatic,Saudi,Standard,2019,3.0,74000,80000
3167,Lumina,Chevrolet,Automatic,Saudi,Standard,2006,3.8,306000,9000
3168,LX,Lexus,Automatic,Other,Full,2005,4.8,225000,45000
3169,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,124975,33000
3170,GX,Lexus,Automatic,Saudi,Full,2018,4.6,53189,179000
3171,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,92904,25000
3172,Dzire,Others,Automatic,Gulf Arabic,Full,2020,1.2,8500,33000
3173,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2016,5.7,216000,151000
3174,Tucson,Hyundai,Automatic,Saudi,Full,2015,2.0,251000,49000
3175,Cerato,Kia,Automatic,Gulf Arabic,Standard,2015,1.6,141000,25000
3176,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2008,5.7,230000,38000
3177,ES,Lexus,Automatic,Gulf Arabic,Semi Full,2016,3.0,72000,108000
3178,F150,Ford,Automatic,Saudi,Semi Full,2017,5.0,53000,140000
3179,Hiace,Toyota,Manual,Saudi,Standard,2016,2.7,184000,70000
3180,Fluence,Renault,Automatic,Saudi,Semi Full,2015,1.6,132000,23000
3181,RX,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,117000,180000
3182,Hilux,Toyota,Manual,Saudi,Full,2018,2.7,175000,63000
3183,Tahoe,Chevrolet,Automatic,Saudi,Standard,2015,5.3,233000,98000
3184,Azera,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,72900,80000
3185,Land Cruiser 70,Toyota,Manual,Saudi,Standard,2012,4.0,94000,95000
3186,Camry,Toyota,Automatic,Saudi,Standard,2019,2.5,48000,85000
3187,Seven,Changan,Automatic,Saudi,Standard,2020,1.5,37000,28000
3188,Pajero,Mitsubishi,Automatic,Gulf Arabic,Semi Full,2018,3.5,108000,77000
3189,Yaris,Toyota,Automatic,Saudi,Semi Full,2017,1.5,179,35000
3190,C300,Chrysler,Automatic,Other,Full,2005,5.7,331000,15000
3191,Tahoe,Chevrolet,Automatic,Gulf Arabic,Semi Full,2016,5.3,109000,130000
3192,Land Cruiser,Toyota,Automatic,Saudi,Standard,2020,4.0,560,190000
3193,C,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,104000,110000
3194,Elantra,Hyundai,Automatic,Saudi,Semi Full,2021,2.0,9974,78500
3195,ES,Lexus,Automatic,Other,Semi Full,2016,3.5,88000,115000
3196,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2019,4.0,58428,138500
3197,Range Rover,Land Rover,Automatic,Saudi,Full,2015,3.0,105000,190000
3198,Accent,Hyundai,Automatic,Saudi,Semi Full,2017,1.4,117000,23000
3199,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.4,68000,53000
3200,Fluence,Renault,Automatic,Saudi,Semi Full,2016,1.8,67000,22000
3201,Impala,Chevrolet,Automatic,Gulf Arabic,Standard,2019,3.6,144000,77000
3202,Accent,Hyundai,Automatic,Other,Standard,2016,1.4,151000,25000
3203,Accent,Hyundai,Manual,Saudi,Standard,2010,1.4,273000,12000
3204,Taurus,Ford,Automatic,Other,Full,2018,3.5,100000,89000
3205,Copper,Others,Automatic,Gulf Arabic,Semi Full,2016,2.0,75000,80000
3206,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,110761,32000
3207,EC7,Geely,Automatic,Saudi,Full,2014,1.6,229000,18000
3208,Eado,Changan,Automatic,Saudi,Standard,2020,1.6,84000,42500
3209,Nitro,Dodge,Automatic,Saudi,Semi Full,2011,3.7,346410,15000
3210,Sonata,Hyundai,Automatic,Saudi,Standard,2018,2.5,63000,58000
3211,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,63000,53000
3212,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,121000,48000
3213,Navara,Nissan,Automatic,Gulf Arabic,Full,2014,2.5,167,35000
3214,Taurus,Ford,Automatic,Other,Full,2015,3.5,104000,72000
3215,S300,Chrysler,Automatic,Other,Full,2018,3.6,66000,122000
3216,Furniture,Toyota,Automatic,Saudi,Semi Full,2020,2.7,28000,110000
3217,Sonata,Hyundai,Automatic,Saudi,Standard,2019,2.4,94000,58000
3218,Accord,Honda,Automatic,Saudi,Full,2016,3.5,167000,72000
3219,Sierra,GMC,Automatic,Saudi,Full,2016,5.3,144000,95000
3220,Fusion,Ford,Automatic,Saudi,Semi Full,2015,2.5,118000,43000
3221,Accent,Hyundai,Automatic,Saudi,Standard,2018,1.4,106818,29500
3222,S,Mercedes,Automatic,Saudi,Full,2012,3.0,105,98000
3223,Land Cruiser,Toyota,Automatic,Saudi,Full,2016,4.0,179812,155000
3224,H1,Hyundai,Automatic,Saudi,Full,2012,2.4,240,25000
3225,GS,Lexus,Automatic,Other,Semi Full,2016,2.5,58000,137000
3226,Accent,Hyundai,Automatic,Saudi,Standard,2020,1.4,25234,44000
3227,Avante,Hyundai,Automatic,Other,Full,2017,1.6,110750,60000
3228,Cruze,Chevrolet,Automatic,Saudi,Standard,2013,1.6,181000,10000
3229,Land Cruiser,Toyota,Automatic,Gulf Arabic,Full,2010,4.6,310000,81000
3230,Altima,Nissan,Automatic,Saudi,Semi Full,2013,2.5,134000,35000
3231,Taurus,Ford,Automatic,Saudi,Standard,2017,3.5,61000,63000
3232,Silverado,Chevrolet,Automatic,Saudi,Semi Full,2016,5.3,179000,95000
3233,Accord,Honda,Automatic,Saudi,Semi Full,2019,2.0,18000,95000
3234,Sierra,GMC,Automatic,Saudi,Full,2021,9.0,100,178000
3235,Furniture,Toyota,Automatic,Saudi,Semi Full,2019,4.0,73909,116500
3236,C,Mercedes,Automatic,Saudi,Semi Full,2016,2.0,140000,105000
3237,CX5,Mazda,Automatic,Saudi,Full,2021,2.5,4950,117000
3238,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,87000,50000
3239,Sunny,Nissan,Automatic,Saudi,Standard,2018,1.5,108708,24000
3240,Accent,Hyundai,Automatic,Saudi,Standard,2019,1.4,92000,36000
3241,Elantra,Hyundai,Automatic,Other,Semi Full,2017,1.6,91269,50000
3242,MKX,Others,Automatic,Saudi,Semi Full,2017,3.5,75000,125000
3243,Yukon,GMC,Automatic,Saudi,Standard,2018,5.3,92736,146500
3244,Tahoe,Chevrolet,Automatic,Saudi,Semi Full,2014,2.0,255000,53000
3245,Elantra,Hyundai,Automatic,Saudi,Standard,2019,2.0,95000,52000
3246,Dokker,Renault,Manual,Saudi,Semi Full,2016,1.0,155000,20000
3247,Carnival,Kia,Automatic,Gulf Arabic,Semi Full,2016,2.5,85000,62000
3248,Camry,Toyota,Automatic,Saudi,Standard,2015,2.5,120000,48000
3249,H1,Hyundai,Automatic,Gulf Arabic,Semi Full,2013,2.4,246,31000
3250,6,Mazda,Automatic,Saudi,Standard,2018,2.5,71169,65000
3251,Sonata,Hyundai,Automatic,Saudi,Semi Full,2014,2.4,216000,41000
3252,Z350,Nissan,Automatic,Saudi,Semi Full,2006,3.5,105342,50000
3253,Yaris,Toyota,Automatic,Saudi,Semi Full,2019,1.6,18000,36000
3254,Pajero,Mitsubishi,Automatic,Saudi,Standard,2012,3.8,104330,41500
3255,3008,Others,Automatic,Saudi,Full,2018,1.0,30000,79000
3256,Sonata,Hyundai,Automatic,Saudi,Semi Full,2019,2.4,92000,84000
3257,H1,Hyundai,Automatic,Saudi,Standard,2018,2.4,106336,58500
3258,A8,Audi,Automatic,Saudi,Full,2016,3.0,42000,165000
3259,Land Cruiser,Toyota,Automatic,Gulf Arabic,Semi Full,2013,4.6,240000,105000
3260,Sorento,Kia,Automatic,Other,Standard,2011,2.4,160,30000
3261,Durango,Dodge,Automatic,Saudi,Full,2019,8.0,13906,210000
3262,Yukon,GMC,Automatic,Saudi,Standard,2018,5.3,82469,146500
3263,Navara,Nissan,Manual,Saudi,Semi Full,2015,2.5,119000,45000
3264,Land Cruiser,Toyota,Automatic,Saudi,Full,2013,4.6,280,100000
3265,Rav4,Toyota,Automatic,Saudi,Standard,2018,2.5,173000,69500
3266,Camry,Toyota,Automatic,Saudi,Standard,2017,2.5,55000,56000
3267,Cerato,Kia,Automatic,Saudi,Standard,2019,1.6,43629,43500
3268,S,Mercedes,Automatic,Saudi,Full,2009,3.5,174000,72000
3269,Caprice,Chevrolet,Automatic,Saudi,Semi Full,2011,8.0,236000,35000
3270,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,88000,34000
3271,CT-S,Cadillac,Automatic,Saudi,Full,2011,3.0,101000,40000
3272,Accent,Hyundai,Automatic,Saudi,Standard,2017,1.4,91000,30000
3273,Van,Ford,Automatic,Other,Standard,2013,3.6,120,40000
3274,Senta fe,Hyundai,Automatic,Saudi,Semi Full,2020,2.4,82000,88000
3275,Optima,Kia,Automatic,Saudi,Full,2015,2.4,129744,49500
3276,E,Mercedes,Automatic,Other,Full,2016,2.0,93000,117000
3277,Sierra,GMC,Automatic,Saudi,Standard,2020,3.0,24000,135000
3278,Azera,Hyundai,Automatic,Saudi,Full,2014,3.0,142000,50000
3279,Duster,Renault,Automatic,Saudi,Standard,2017,2.0,83000,26000
3280,Navara,Nissan,Manual,Saudi,Standard,2016,2.5,185000,43000
3281,Corolla,Toyota,Manual,Saudi,Standard,2014,2.0,276,23900
3282,Cerato,Kia,Automatic,Saudi,Semi Full,2014,1.6,175000,25000
3283,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,88288,51500
3284,Taurus,Ford,Automatic,Saudi,Standard,2015,3.5,140000,64000
3285,Sierra,GMC,Automatic,Saudi,Full,2017,6.2,124418,120000
3286,Victoria,Ford,Automatic,Saudi,Standard,2006,4.6,234000,22000
3287,Camry,Toyota,Automatic,Gulf Arabic,Full,2015,2.5,237171,50000
3288,XF,Others,Automatic,Saudi,Full,2015,3.5,100000,65000
3289,CX7,Mazda,Automatic,Saudi,Full,2010,2.3,170000,25000
3290,FJ,Toyota,Automatic,Saudi,Standard,2021,4.0,4893,136500
3291,Corolla,Toyota,Automatic,Saudi,Standard,2018,1.6,68000,44000
3292,Fusion,Ford,Automatic,Saudi,Standard,2014,1.6,167000,35000
3293,Prado,Toyota,Automatic,Gulf Arabic,Semi Full,2015,4.0,160000,98000
3294,Rio,Kia,Automatic,Other,Standard,2014,1.4,203331,20000
3295,Land Cruiser Pickup,Toyota,Manual,Saudi,Full,2016,4.0,26000,115000
